calasanzPFE,pg_catalog,pg_isolation_test_session_is_blocked_3378,ROUTINE,2,integer,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,int4,,,,,a2
calasanzPFE,pg_catalog,pg_identify_object_as_address_3382,ROUTINE,5,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a5
calasanzPFE,pg_catalog,pg_identify_object_as_address_3382,ROUTINE,6,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a6
calasanzPFE,pg_catalog,pg_get_object_address_3954,ROUTINE,2,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a2
calasanzPFE,pg_catalog,pg_get_object_address_3954,ROUTINE,3,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a3
calasanzPFE,pg_catalog,postgresql_fdw_validator_2316,ROUTINE,1,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a1
calasanzPFE,pg_catalog,int2vectorsend_2411,ROUTINE,1,smallint,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,int2,,,,,a1
calasanzPFE,pg_catalog,oidvectorsend_2421,ROUTINE,1,oid,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,oid,,,,,a1
calasanzPFE,pg_catalog,pg_prepared_statement_2510,ROUTINE,4,regtype,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,regtype,,,,,a4
calasanzPFE,pg_catalog,xpath_2931,ROUTINE,3,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a3
calasanzPFE,pg_catalog,xpath_exists_3049,ROUTINE,3,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a3
calasanzPFE,pg_catalog,json_object_3202,ROUTINE,1,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a1
calasanzPFE,pg_catalog,json_object_3203,ROUTINE,1,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a1
calasanzPFE,pg_catalog,json_object_3203,ROUTINE,2,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a2
calasanzPFE,pg_catalog,json_extract_path_3951,ROUTINE,2,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a2
calasanzPFE,pg_catalog,json_extract_path_text_3953,ROUTINE,2,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a2
calasanzPFE,pg_catalog,setweight_3320,ROUTINE,3,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a3
calasanzPFE,pg_catalog,ts_delete_3323,ROUTINE,2,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a2
calasanzPFE,pg_catalog,unnest_3322,ROUTINE,3,smallint,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,int2,,,,,a3
calasanzPFE,pg_catalog,unnest_3322,ROUTINE,4,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a4
calasanzPFE,pg_catalog,array_to_tsvector_3327,ROUTINE,1,text,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,text,,,,,a1
calasanzPFE,pg_catalog,ts_filter_3319,ROUTINE,2,"char",,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,char,,,,,a2
calasanzPFE,pg_catalog,ts_rank_3703,ROUTINE,1,real,,,,,,,,,,,,,,,,calasanzPFE,pg_catalog,float4,,,,,a1
